,name,cafe_type
201,아이오쓰리 성수사거리점,"카페,디저트"
202,플래드 카페,카페
203,stdo,"카페,디저트"
204,프라이데이무브먼트,"카페,디저트"
205,camouflage coffee,"카페,디저트"
206,포도빵집,베이커리
207,디데이크,케이크전문
208,피어커피,카페
209,스윗바이브,"카페,디저트"
210,오버도즈도넛앤커피 성수,"카페,디저트"
211,인덱스카라멜,"카페,디저트"
212,아이오쓰리 에이스하이엔드점,"카페,디저트"
213,샌드카베,"카페,디저트"
214,메종 파이프그라운드,브런치
215,아이아이알,"카페,디저트"
216,카페 이페메라 LCDC SEOUL,"카페,디저트"
217,올데이휘낭시에 성수점,"카페,디저트"
218,하우트제곱,"카페,디저트"
219,에이피피피,"카페,디저트"
220,밀키샵 성수점,도넛
221,크로플다일 본점,카페
222,앤드밀 성수점,브런치
223,카페 포제,"카페,디저트"
224,올드너티 커피로스터스,"카페,디저트"
225,복식커피,"카페,디저트"
226,마야마야 북 & 라이프 카페,"카페,디저트"
227,어글리크림치즈,베이커리
228,뚜르띠에르,"카페,디저트"
229,타크,"카페,디저트"
230,글레이셔박,아이스크림
231,버치커피,카페
232,RSG 성수,"카페,디저트"
233,프라이데이 베이커리,"카페,디저트"
234,폴인레미유 성수점,"카페,디저트"
235,투썸플레이스 서울숲역점,카페
236,네모네,"카페,디저트"
237,DYI WORKSHOP,"카페,디저트"
238,인치스,"카페,디저트"
239,글리터,"카페,디저트"
240,오프커피,"카페,디저트"
241,시슬러스,"카페,디저트"
242,백야드빌더성수,"카페,디저트"
243,히즈빈스 성수점,카페
244,빌로위 성수,카페
245,래뮤,"카페,디저트"
246,올로,베이커리
247,성수동 수제모찌,베이커리
248,투썸플레이스 성수skv타워점,카페
249,그레인바운더리 성수점,베이커리
250,피리어드,"카페,디저트"
251,메이플탑,브런치
252,성수미술관,테마카페
253,어페어커피,"카페,디저트"
254,소울레터커피컴퍼니,"카페,디저트"
255,로우커피스탠드 성수점,카페
256,어썸블리스,베이커리
257,플로피,"카페,디저트"
258,리옹베이커리,"카페,디저트"
259,스타벅스 서울숲역점,카페
260,한나 성수점,"카페,디저트"
261,커피식탁,"카페,디저트"
262,푸르너스가든 서울숲,카페
263,그리디힙히크,"카페,디저트"
264,카페 해피캠퍼,"카페,디저트"
265,데우스 카페 성수점,"카페,디저트"
266,위키드와이프 페어링바 & 까페스토크,"카페,디저트"
267,훌로훌로케이크,케이크전문
268,DYCAFE,카페
269,브로벨커피,"카페,디저트"
270,KROW,"카페,디저트"
271,오거트,"카페,디저트"
272,퀸테트,브런치카페
273,에토프커피 성수,"카페,디저트"
274,에그마카슈 성수,"카페,디저트"
275,스탠드업플리즈바이턴온,"카페,디저트"
276,위켄드피크닉,"카페,디저트"
277,앳이즈,"카페,디저트"
278,헤이숲,브런치카페
279,스타벅스 뚝섬역점,카페
280,와이덴 성수,"카페,디저트"
281,온에떼라,"카페,디저트"
282,하우스 오브 지알,"카페,디저트"
283,투데이즈이너프,"카페,디저트"
284,리커버리커피바,"카페,디저트"
285,바버앤젤라또,"카페,디저트"
286,수피하우스,"카페,디저트"
287,디 진테제 하이 카페,"카페,디저트"
288,사운드프로바이더,"카페,디저트"
289,릴레이션 카페,카페
290,로우포레스트,"카페,디저트"
291,씨에이크,"카페,디저트"
292,블루너리,"카페,디저트"
293,누아흐,"카페,디저트"
294,하이엔드라이,카페
295,메종드마가레뜨,베이글
296,쿠키도우즈,베이커리
297,리글림 카페 성수점,"카페,디저트"
298,기댈빙,빙수
299,탐앤탐스 성수1호점,카페
300,보스코 에스프레소 바,"카페,디저트"
301,웜히어,"카페,디저트"
302,커피기업 서울숲점,카페
303,마르코웤스,"카페,디저트"
