,name,cafe_type
189,유월커피 회현점,"카페,디저트"
190,보난자커피 롯데백화점 본점,"카페,디저트"
191,남영출판사,"카페,디저트"
192,디피오리 용산점,베이커리
193,태극당 서울역점,베이커리
194,마뫼,"카페,디저트"
195,베브릿지 숙명여대점,카페
196,옵스 롯데소공점,베이커리
197,더블톤,"카페,디저트"
198,카페비유 용산숙대점,"카페,디저트"
199,오아시스 해방촌,"카페,디저트"
200,카페 드 파리 명동점,카페
201,베키아에누보 신세계백화점본점신관점,케이크전문
202,바마셀,카페
203,르시앙블랑,베이커리
204,mwm,카페
205,에딕티 명동점,"카페,디저트"
206,더버튼스,"카페,디저트"
207,몬스터플레이스,"카페,디저트"
208,백두강산,카페
209,카페피크닉,"카페,디저트"
210,새비지가든,"카페,디저트"
211,젤라떼리아 징코,아이스크림
212,K SPOT 수국전망대 카페,"카페,디저트"
213,오뗄두스 소공점,"카페,디저트"
214,춤,"카페,디저트"
215,프루프인더커피,"카페,디저트"
216,COUCH,"카페,디저트"
217,던베이글,카페
218,연남방앗간 서울역점,"카페,디저트"
219,상록의 서가,북카페
220,블루보틀 명동 카페,블루보틀
221,포웨이스탑 CAFE & WINE SHOP,"카페,디저트"
222,골드버튼커피,"카페,디저트"
223,레오니다스 명동점,초콜릿전문점
224,스타벅스 서울타워점,카페
225,서울 시나몬 클럽,"카페,디저트"
226,더스크커피,"카페,디저트"
227,스타벅스 충무로점,카페
228,킵햅,베이커리
229,스타벅스 중구저동점,카페
230,달빛 흘러간 자리,"카페,디저트"
231,파운드마켓,베이커리
232,프레스커피바,"카페,디저트"
233,도향촌,베이커리
234,케이코쇼텐,"카페,디저트"
235,카페 드 파리 명동2호점,카페
236,미드스트오브플로우,카페
237,코코너즘,아이스크림
238,에그마카슈 남대문점,"카페,디저트"
239,필로프,"카페,디저트"
240,카페나리나무,"카페,디저트"
241,아프리쿠스,"카페,디저트"
242,가무,카페
243,금붕어,케이크전문
244,섹터 커피 로스터스,카페
245,위드달걀빵,베이커리
246,플랜티카 비건 케이크,"카페,디저트"
247,어펜드커피로스터스,"카페,디저트"
248,플디 롯데백화점본점,"카페,디저트"
249,르메르디앙 서울 명동 르물랑,베이커리
250,버드더카페,"카페,디저트"
251,연리희재 신세계백화점 본점,베이커리
252,클래직,"카페,디저트"
253,어스돔,"카페,디저트"
254,우이필드,케이크전문
255,명동 아지트,카페
256,위베이크러브,"카페,디저트"
257,스타벅스 서울역사점,카페
258,케냐키암부커피,카페
259,아우어베이커리 숭례문점,베이커리
260,웨스틴 조선 서울 라운지앤바,"카페,디저트"
261,엘리스파이 시청역점,베이커리
262,데이원커피바,"카페,디저트"
263,말라카이트,아이스크림
264,남산아래커피로스터즈,"카페,디저트"
265,홀트,"카페,디저트"
266,카페 에뚜왈,"카페,디저트"
267,마이블루투모로우,케이크전문
268,스타벅스 서울중앙우체국점,카페
269,흑해,"카페,디저트"
270,오랑오랑,카페
271,오브너리,"카페,디저트"
272,커피리브레 명동성당점,"카페,디저트"
273,빵쌤 충무로역점,베이커리
274,아티제 서울스퀘어점,카페
275,Cafe TRVR,카페
276,카페무네,"카페,디저트"
277,MUJABEE,"카페,디저트"
278,사오 명동점,베이커리
279,충무로 한옥카페 달강,"카페,디저트"
280,로네펠트 티하우스 서대문,"카페,디저트"
281,아맘픽 서울,"카페,디저트"
282,빈스빈스 명동점,카페
283,모몽,"카페,디저트"
284,말죽거리꽈배기,베이커리
285,메이드바이그레이스,베이커리
286,킷사텐 서울역센트럴자이점,"카페,디저트"
287,Pai762,카페
288,센터커피 서울역점,"카페,디저트"
289,힐즈앤유로파,"카페,디저트"
290,서울로 PH,"카페,디저트"
291,에쎄레젤라또,아이스크림
292,카페다포딜,"카페,디저트"
293,꾸에바마테라,"카페,디저트"
294,리버헤드 용산,"카페,디저트"
295,금옥당 서울역점,"카페,디저트"
296,먼데이피크닉,"카페,디저트"
297,옵튼,"카페,디저트"
298,더 모닝스,베이글
299,해피해피 브레드,베이커리
