,menu_1,menu_2,menu_3,menu_4,menu_5,feature_1,feature_2,feature_3,feature_4,feature_5,short_top1,short_top2,short_top3,short_top4,short_top5
아우어베이커리 한남나인원점,빨미까레65,커피45,까눌레18,밀크티8,앙버터8,맛319,만족도156,서비스29,분위기15,메뉴12,빵이 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요
배스킨라빈스 하이브한남점,아이스크림46,도넛18,커피17,유기농아이스크림9,와플7,만족도212,맛107,서비스40,분위기37,메뉴10,특별한 메뉴가 있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,친절해요
테라로사 한남점,커피122,라떼10,피칸파이8,케이크7,핸드드립6,만족도172,맛160,분위기47,서비스14,주차5,커피가 맛있어요,인테리어가 멋져요,대화하기 좋아요,매장이 청결해요,음료가 맛있어요
Summer Lane,토스트48,프렌치토스트43,에그베네딕트41,커피34,연어33,맛347,만족도230,서비스63,분위기39,대기시간38,음식이 맛있어요,재료가 신선해요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요
폴바셋 한남 커피스테이션점,라떼140,커피130,아이스크림107,아이스크림라떼28,우유20,맛460,만족도376,서비스109,분위기34,주차12,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,매장이 청결해요
뚜띠한남,커피33,케이크18,타르트5,플랫화이트4,파운드케이크4,맛59,만족도42,서비스25,분위기13,메뉴8,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
맥코이 한남,커피113,라떼12,티라미수11,딸기티라미수4,플랫화이트4,맛131,만족도84,분위기27,서비스12,메뉴7,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요
에이프릴커피,커피34,필터커피5,라떼4,휘낭시에3,에스프레소2,만족도28,맛23,분위기12,가격8,서비스3,커피가 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요,좌석이 편해요
오라라,커피31,와인9,케이크5,에이드4,아메리카노4,만족도63,맛60,분위기47,서비스10,메뉴5,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,디저트가 맛있어요,친절해요
베지위켄드,커피3,샐러드1,튀김1,파스타1,옥수수1,만족도9,맛9,서비스3,메뉴3,분위기1,특별한 메뉴가 있어요,음식이 맛있어요,친절해요,매장이 청결해요,재료가 신선해요
컨큐어 한남,티라미수121,커피93,딸기티라미수33,라떼29,아인슈페너15,맛232,만족도165,분위기85,서비스54,메뉴9,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
챔프커피 제1작업실,커피71,라떼10,쿠키7,에이드2,더치커피2,맛57,만족도45,서비스29,주차3,분위기3,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요,인테리어가 멋져요
케르반베이커리&카페,홍차58,쿠키35,커피26,터키쉬딜라이트13,아이스크림12,맛346,만족도180,서비스98,메뉴18,분위기11,특별한 메뉴가 있어요,빵이 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요
% 아라비카 매거진 B 한남점,커피68,라떼56,말차라떼5,우유4,카페라떼3,맛96,만족도52,분위기12,서비스9,가격4,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,매장이 청결해요
라페름,샐러드46,리조또27,치킨25,스테이크18,파니니13,맛200,만족도146,서비스43,분위기38,음식량25,음식이 맛있어요,재료가 신선해요,인테리어가 멋져요,특별한 메뉴가 있어요,친절해요
르몽생미셸르카페,커피6,라떼4,쿠키2,바닐라라떼1,케이크1,커피6,라떼4,쿠키2,바닐라라떼1,케이크1,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,특별한 메뉴가 있어요
윤 티하우스,커피13,라떼4,까눌레4,아인슈페너3,치즈2,만족도83,맛72,서비스29,분위기28,메뉴11,음료가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,디저트가 맛있어요
33apartment,커피35,라떼7,아메리카노2,쿠키2,카페라떼1,맛39,만족도21,서비스10,청결도1,메뉴1,커피가 맛있어요,친절해요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요
라이비 케이크아웃,,,,,,만족도3,서비스3,케이크2,맛2,,친절해요,디저트가 맛있어요,선물하기 좋아요,인테리어가 멋져요,특별한 메뉴가 있어요
모모,밀푀유30,밀푀유나베27,육회12,편백찜12,고기11,맛155,만족도126,분위기68,서비스34,음식량22,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요,대화하기 좋아요
아틀리에폰드 한남,쿠키4,위스키2,초콜릿1,와인1,케이크1,맛7,만족도7,목적6,예약2,메뉴1,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,매장이 청결해요,빵이 맛있어요
살리르,아이스크림39,와인24,위스키2,수제아이스크림2,초콜릿2,만족도36,맛24,서비스12,분위기7,메뉴3,특별한 메뉴가 있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,대화하기 좋아요
카페 베르나르도,커피7,마카롱3,라떼2,루이보스1,카푸치노1,만족도18,맛16,서비스10,분위기6,목적3,인테리어가 멋져요,매장이 청결해요,특별한 메뉴가 있어요,친절해요,음식이 맛있어요
포겟미낫스위츠,치즈16,케이크14,치즈케이크13,커피11,라떼7,맛41,만족도37,서비스20,분위기17,목적3,디저트가 맛있어요,인테리어가 멋져요,친절해요,커피가 맛있어요,음료가 맛있어요
오베뉴한남,커피20,칵테일3,드립커피3,시나몬롤3,브레드2,만족도31,맛27,분위기15,서비스7,메뉴1,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,사진이 잘 나와요,매장이 청결해요
어텐디 한남,케이크3,커피3,바질1,파인애플샤베트1,녹차1,맛18,만족도11,음식량2,메뉴1,서비스1,친절해요,음료가 맛있어요,디저트가 맛있어요,특별한 메뉴가 있어요,가성비가 좋아요
LTP 한남,커피8,파스타7,바게트4,샌드위치3,토스트3,맛43,만족도38,분위기17,서비스7,메뉴4,음식이 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,매장이 청결해요
스타벅스 순천향입구점,커피121,라떼32,아메리카노14,요거트7,블랙티6,만족도506,맛208,서비스135,분위기14,위치11,커피가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요,디저트가 맛있어요
노티드 한남PVCS,,,,,,맛4,도넛2,서비스1,메뉴1,만족도1,,,,,
패션5 테라스,빙수4,커피3,샌드위치2,푸딩1,베이글1,맛18,만족도13,분위기5,서비스3,메뉴1,음식이 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,커피가 맛있어요,디저트가 맛있어요
클럽하우스서울,커피16,맥주4,라떼4,도넛4,케이크3,만족도35,맛31,분위기20,서비스11,메뉴3,인테리어가 멋져요,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,친절해요
로얄멜팅클럽,케이크54,컵케이크52,커피19,쿠키5,아메리카노4,만족도118,맛79,분위기32,서비스27,목적16,디저트가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,특별한 메뉴가 있어요,친절해요
바다까까,케이크33,치즈21,치즈케이크16,쿠키4,아메리카노3,맛51,만족도24,서비스12,가격4,분위기3,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,매장이 청결해요
아스티에드빌라트카페,커피21,아메리카노2,파운드케이크1,케이크1,라떼1,만족도27,분위기12,가격12,맛10,전망4,인테리어가 멋져요,뷰가 좋아요,사진이 잘 나와요,커피가 맛있어요,친절해요
오설록티하우스 한남점,녹차24,칵테일19,커피15,라떼9,케이크9,만족도107,맛70,분위기41,서비스16,메뉴8,차가 맛있어요,음료가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요
겟썸커피 Hannam,커피23,스콘13,라떼5,아메리카노4,아이스크림3,맛29,만족도24,분위기8,서비스5,가격4,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요
앤더슨씨 나인원점,샌드위치29,깍두기볶음밥24,볶음밥24,깍두기23,파스타22,맛136,만족도101,서비스39,분위기29,음식량9,음식이 맛있어요,인테리어가 멋져요,친절해요,매장이 청결해요,재료가 신선해요
생텀,,,,,,만족도5,커피2,맛2,분위기2,음식량1,인테리어가 멋져요,커피가 맛있어요,친절해요,사진이 잘 나와요,대화하기 좋아요
팬케익 오리지널 스토리,케이크26,팬케이크25,커피12,오믈렛9,토스트9,맛108,만족도73,음식량22,서비스15,가격7,음식이 맛있어요,양이 많아요,친절해요,특별한 메뉴가 있어요,재료가 신선해요
파티세리 폰드 한남,마들렌3,아이스크림2,커피2,휘낭시에2,케이크1,만족도9,맛6,목적4,주차1,위치1,디저트가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요,매장이 청결해요
파리바게뜨 한남점,샐러드24,바게트21,샌드위치17,커피13,케이크11,만족도280,맛198,서비스111,메뉴35,청결도10,빵이 맛있어요,친절해요,매장이 청결해요,커피가 맛있어요,가성비가 좋아요
피어커피 바,커피26,에스프레소21,라떼4,얼그레이3,아메리카노3,맛40,만족도29,서비스17,분위기5,주차2,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,음료가 맛있어요
세르클 한남 본점,커피74,계란빵23,파스타20,아이스크림19,크림브륄레16,만족도265,맛254,분위기121,서비스46,메뉴16,인테리어가 멋져요,특별한 메뉴가 있어요,커피가 맛있어요,디저트가 맛있어요,친절해요
라운지 한남,커피41,라떼21,애플시나몬6,아메리카노6,시나몬라떼5,맛64,만족도51,서비스32,분위기9,메뉴5,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,대화하기 좋아요
차요,요거트32,바질13,그릭요거트10,와인8,커피2,맛42,만족도40,서비스16,메뉴6,가격1,특별한 메뉴가 있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
Take c,커피58,미숫가루7,아이스크림5,마카롱3,우유2,맛83,만족도56,서비스17,분위기8,메뉴4,커피가 맛있어요,음료가 맛있어요,친절해요,특별한 메뉴가 있어요,인테리어가 멋져요
벨루스퀸,,,,,,,,,,,,,,,
보마켓 남산점,와인5,떡볶이2,샐러드1,커피1,,와인5,떡볶이2,샐러드1,커피1,만족도5,,,,,
브라운즈,,,,,,서비스38,예약13,만족도6,즐길거리4,주차3,친절해요,인테리어가 멋져요,매장이 청결해요,음료가 맛있어요,사진이 잘 나와요
테이크 블랭크,커피14,와인5,아메리카노2,쿠키2,머랭쿠키2,만족도38,맛34,분위기21,서비스11,메뉴2,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,야외 공간이 멋져요,친절해요
유포리아커피로스터스,커피39,라떼4,크로플2,쥬스1,롱블랙1,맛46,만족도31,서비스14,분위기7,가격3,커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요
콜렉티보 한남점,커피36,까눌레29,케이크15,라떼12,스콘9,맛111,만족도68,분위기24,서비스15,메뉴6,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,대화하기 좋아요
리아 한남,애플시나몬2,요거트1,블루베리요거트1,,,애플시나몬2,요거트1,블루베리요거트1,만족도4,맛2,,,,,
데드비트클럽,커피24,케이크4,샌드위치4,치즈3,라떼3,만족도39,맛29,분위기12,서비스5,메뉴4,커피가 맛있어요,대화하기 좋아요,인테리어가 멋져요,친절해요,매장이 청결해요
모어딥,커피22,도넛14,핸드드립3,드립커피3,라떼2,맛22,만족도16,서비스7,분위기4,전망4,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,뷰가 좋아요
루트에브리데이 한남점,샐러드33,연어17,토스트5,치즈4,샌드위치4,맛119,만족도77,서비스17,음식량11,가격8,음식이 맛있어요,재료가 신선해요,특별한 메뉴가 있어요,혼밥하기 좋아요,친절해요
인덱스카라멜 한남,,,,,,만족도15,목적13,서비스8,맛7,분위기5,디저트가 맛있어요,인테리어가 멋져요,친절해요,사진이 잘 나와요,특별한 메뉴가 있어요
espresso core,커피29,라떼5,플랫화이트5,롱블랙3,에스프레소2,커피29,라떼5,플랫화이트5,롱블랙3,에스프레소2,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요
목단가옥,,,,,,편의・부대시설8,가격6,주차1,혼잡도1,위치1,인테리어가 멋져요,컨셉이 독특해요,커피가 맛있어요,대화하기 좋아요,사진이 잘 나와요
요커 한남순천향점,커피10,요거트6,라떼6,쿠키2,크림라떼2,만족도55,맛25,서비스8,가격4,분위기2,친절해요,커피가 맛있어요,음료가 맛있어요,디저트가 맛있어요,가성비가 좋아요
리메이크 캐러멜,,,,,,맛7,만족도5,목적4,서비스1,가격1,,,,,
히어로도넛 한남점,도넛47,커피12,약과6,스콘6,드립커피4,맛39,만족도27,서비스17,위치1,분위기1,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요,인테리어가 멋져요
Talk About Donut,도넛37,크림브륄레4,치즈4,아이스크림4,커피1,맛44,만족도37,서비스5,목적4,메뉴3,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,매장이 청결해요
MSMR,커피36,스콘15,라떼8,아인슈페너5,크림라떼5,맛56,만족도45,분위기25,서비스11,목적4,커피가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,디저트가 맛있어요,친절해요
커피빈 이태원제일기획옆점,커피34,라떼10,헤이즐넛8,수박주스5,바닐라라떼5,만족도92,맛60,서비스40,분위기8,메뉴5,커피가 맛있어요,음료가 맛있어요,친절해요,디저트가 맛있어요,매장이 청결해요
카페필로스,커피90,라떼23,아이스티8,아메리카노7,머핀7,만족도300,맛173,서비스21,분위기21,가격9,커피가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요,대화하기 좋아요
곤트란쉐리에 한남점,소금빵15,크로와상10,샌드위치10,케이크5,파니니5,맛53,만족도29,서비스14,가격3,메뉴2,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
카페 르상스 사운즈한남점,커피59,와인16,쿠키15,소금빵12,마들렌10,맛97,만족도86,분위기33,서비스11,메뉴8,음식이 맛있어요,인테리어가 멋져요,매장이 청결해요,친절해요,특별한 메뉴가 있어요
아이엠랑데자뷰 한남비자림점,,,,,,,,,,,친절해요,특색 있는 제품이 많아요,품질이 좋아요,시설이 깔끔해요,분위기가 편안해요
메가MGC커피 한남오거리점,커피47,라떼11,스무디4,요거트3,쿠키2,만족도191,맛70,서비스19,가격13,음식량6,커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,디저트가 맛있어요
카페드블루 블루스퀘어점,커피27,라떼7,에이드3,밀크티2,아이스크림1,만족도82,맛46,서비스11,분위기6,메뉴2,커피가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요
고든즈,치즈29,치즈케이크18,케이크17,바스크치즈케이크3,위스키2,맛55,만족도35,목적8,서비스5,배달4,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,가성비가 좋아요
뮵,,,,,,,,,,,,,,,
페이퍼블랑&카페,커피11,라떼4,플랫화이트3,아메리카노1,바닐라라떼1,맛16,만족도6,분위기3,서비스1,가격1,커피가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요,인테리어가 멋져요
비원에프,커피4,쥬스3,김치찜3,밀크티2,볶음밥2,맛17,만족도16,서비스3,메뉴3,분위기3,가성비가 좋아요,친절해요,커피가 맛있어요,대화하기 좋아요,음료가 맛있어요
아카이뷰,,,,,,커피1,만족도1,맛1,,,,,,,
챔프커피리움,커피96,쿠키20,라떼18,플랫화이트4,아메리카노4,맛100,만족도67,서비스9,음식량9,메뉴4,커피가 맛있어요,친절해요,음료가 맛있어요,디저트가 맛있어요,특별한 메뉴가 있어요
이코이,참치31,연어18,덮밥17,참치덮밥7,하이볼5,맛100,만족도66,서비스15,음식량8,가격5,음식이 맛있어요,재료가 신선해요,친절해요,혼밥하기 좋아요,특별한 메뉴가 있어요
포멜로빈 현대카드 뮤직라이브러리점,커피10,라떼1,바닐라라떼1,초코라떼1,아메리카노1,만족도19,맛9,분위기2,메뉴1,전망1,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,뷰가 좋아요
스플렌디드 케이크,,,,,,,,,,,,,,,
올모스트블루,커피30,라떼26,고구마라떼4,밀크티4,쉐이크3,맛45,만족도31,서비스14,메뉴8,분위기4,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요,매장이 청결해요
컨템포러리1,,,,,,서비스4,가격1,편의・부대시설1,,,,,,,
솔티밥,아이스크림12,도넛5,불고기1,커피1,우유아이스크림1,아이스크림12,도넛5,불고기1,커피1,우유아이스크림1,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요,음료가 맛있어요
스튜디오 콘크리트,,,,,,편의시설2,작품관람2,공연・전시공간2,서비스1,혼잡도1,,,,,
Cafe Artue,,,,,,,,,,,,,,,
슬링스톤,커피17,까눌레3,쿠키2,휘낭시에1,플랫화이트1,만족도15,맛15,분위기5,서비스5,음식량1,인테리어가 멋져요,커피가 맛있어요,친절해요,대화하기 좋아요,사진이 잘 나와요
카페부호,,,,,,,,,,,,,,,
