,name,cafe_type
205,어나더쉐어,"카페,디저트"
206,메리고라운드 연남점,"카페,디저트"
207,프롬헤라스 연남,"카페,디저트"
208,포스트 케이크,케이크전문
209,로제드미네,"카페,디저트"
210,프리즘연남,"카페,디저트"
211,무유무유,"카페,디저트"
212,바람커피,"카페,디저트"
213,지구샵 제로웨이스트홈,베이커리
214,부트 카페 연남,"카페,디저트"
215,차니베어스테이션,"카페,디저트"
216,르누아즈,"카페,디저트"
217,플리퍼스 연남점,"카페,디저트"
218,호안끼엠,"카페,디저트"
219,다레젤라또 연남점,아이스크림
220,1994SEOUL,카페
221,꾸다방,"카페,디저트"
222,페어리 하우스,"카페,디저트"
223,할리스 연트럴파크점,카페
224,카페늘보,"카페,디저트"
225,바림케이크,"카페,디저트"
226,리이슈커피로스터스,"카페,디저트"
227,다르 에스프레소바,"카페,디저트"
228,미로베이크,"카페,디저트"
229,데일리라운드,브런치
230,서울도넛츠 연남점,도넛
231,부빵,베이커리
232,텐더리커피앤디저트,"카페,디저트"
233,우즈커피,"카페,디저트"
234,야미양 글루텐프리 공방카페,"카페,디저트"
235,카페몽슈슈 연남점,베이커리
236,연남동콤부차,"카페,디저트"
237,마카롱롱롱,"카페,디저트"
238,데저트,"카페,디저트"
239,필엣필즈,베이커리
240,얼웨이즈스프링,"카페,디저트"
241,멜티스트,"카페,디저트"
242,와이와이와이 그릭요거트 연남,"카페,디저트"
243,컴포넌트 커피,"카페,디저트"
244,월에버,카페
245,메종미하벨,"카페,디저트"
246,백종명화이트커피,"카페,디저트"
247,거니노룰즈,베이커리
248,카페 드 루왁,"카페,디저트"
249,애몽,"카페,디저트"
250,레드애플 연남점,"카페,디저트"
251,오테라부띠끄,베이커리
252,카페 세화,테마카페
253,얀 yawn,"카페,디저트"
254,카페 어쿠스틱,"카페,디저트"
255,판초,브런치
256,디저트 뷰,"카페,디저트"
257,쥬리스 크림하우스,"카페,디저트"
258,로스팅마스터즈 연남점,"카페,디저트"
259,오랑제뜨22,"카페,디저트"
260,유메이크쿠키,"카페,디저트"
261,왓어버터,"카페,디저트"
262,아트클로버,갤러리카페
263,그루비,"카페,디저트"
264,르프레,"카페,디저트"
265,마르셀,"카페,디저트"
266,라헨느,테마카페
267,낫낫커피,"카페,디저트"
268,키레네도시21C,"카페,디저트"
269,히피리피,"카페,디저트"
270,연남허니밀크,"카페,디저트"
271,지구샵 그로서리,"카페,디저트"
272,프롬라떼 연남,"카페,디저트"
273,플루프커피,"카페,디저트"
274,카페 롤다운,"카페,디저트"
275,바람커피원두상점,"카페,디저트"
276,홍대츄러스,"카페,디저트"
277,프롬딥그린,"카페,디저트"
278,카페테틈,"카페,디저트"
279,카페테드,"카페,디저트"
280,바우 오마카세,"카페,디저트"
281,일련 로스터스,"카페,디저트"
282,츄르릅,"카페,디저트"
283,러프글로스,"카페,디저트"
284,슬리핑포레스트,"카페,디저트"
285,썸모어델리,브런치
286,윤태익 다르다 심리카페,테마카페
287,가나슈블랫,초콜릿전문점
288,리드미,"카페,디저트"
289,햄니케이크,케이크전문
290,시나모메,케이크전문
291,로일즈,"카페,디저트"
292,하유,"카페,디저트"
293,리틀프레스커피,"카페,디저트"
294,EEEK,브런치
295,공간아를,"카페,디저트"
296,스타티스,"카페,디저트"
297,롭다,"카페,디저트"
298,타래커피,"카페,디저트"
299,크리멜트,베이커리
300,앤스커피,"카페,디저트"
301,로앤쿡드 연남,브런치
302,요거로밀,"카페,디저트"
303,라보아르,"카페,디저트"
