,name,cafe_type
136,베베크,"카페,디저트"
137,나이스망원,아이스크림
138,종이숲,"카페,디저트"
139,메이 멜로디,"카페,디저트"
140,쿠키바이브,카페
141,ex WHITE,"카페,디저트"
142,망원디저트카페 롤링앤필링,"카페,디저트"
143,아이다호,"카페,디저트"
144,푸댱,"카페,디저트"
145,comfy,카페
146,로토드,"카페,디저트"
147,마핑파,브런치
148,604seoul,브런치
149,오랑제뜨21,"카페,디저트"
150,메이크제로존,"카페,디저트"
151,브라운 프론트 도어,"카페,디저트"
152,스몰커피,"카페,디저트"
153,두더지짜이집,"카페,디저트"
154,포페,"카페,디저트"
155,오버스쿱,아이스크림
156,피카브로드,"카페,디저트"
157,피치앤플러피,케이크전문
158,온어롤,"카페,디저트"
159,찰찰보리식빵 망원점,베이커리
160,호두커피,카페
161,베러댄알콜,홍차전문점
162,꽃뜨루,"카페,디저트"
163,디거스,"카페,디저트"
164,시우,케이크전문
165,쁘띠보뇌르 망원점,베이커리
166,카페밤비 2호점,"카페,디저트"
167,달리는커피 서울망원점,카페
168,라비뛰드,베이커리
169,로스터제임스 커피랩,카페
170,구슬이,아이스크림
171,누운,"카페,디저트"
172,널독,"카페,디저트"
173,찬찬커피로스터스,"카페,디저트"
174,카페네이,"카페,디저트"
175,슬라브,"카페,디저트"
176,홈다운,카페
177,트랙26,"카페,디저트"
178,삼공,베이커리
179,굿디드,크레페
180,투썸플레이스 마포망원점,카페
181,카페하임,"카페,디저트"
182,카페인중독 망원점,"카페,디저트"
183,설빙 망원점,빙수
184,KONA,"카페,디저트"
185,마르뜨빙수카페,빙수
186,뚜레쥬르 마포구청역점,베이커리
187,소소한 작업실,케이크전문
188,카페 드 캄플랫,"카페,디저트"
189,카페초이,"카페,디저트"
190,뇽뇽마카롱,베이커리
191,다도살롱 초록달 3호점,차
192,꽈대표,도넛
193,Hola Cafe,"카페,디저트"
194,이호커피,"카페,디저트"
195,고망고 망원점,"과일,주스전문점"
196,게뜨망하우스,브런치
197,브릴랜드,케이크전문
198,요기요거,"카페,디저트"
199,더스피릿룸,"카페,디저트"
200,투고벅스,"카페,디저트"
201,베이크앤쏘,"카페,디저트"
202,이디야커피 망리단길점,카페
203,던킨 망원점,도넛
204,JS Lounge,"카페,디저트"
205,키싸,"카페,디저트"
206,rora,"카페,디저트"
207,라디오망원,"카페,디저트"
208,카페게이트 망원역점,카페
209,덩크커피,"카페,디저트"
210,스튜디오파우드,케이크전문
211,배스킨라빈스 망원역,아이스크림
212,프릿,"카페,디저트"
213,인덴트커피룸,"카페,디저트"
214,설병상점,떡카페
215,베이크룸워니,"카페,디저트"
216,리멘틱,"카페,디저트"
217,비전스트롤 베이크샵,베이커리
218,AIT,"카페,디저트"
219,썬릿25,"카페,디저트"
220,세리디저트,"카페,디저트"
221,베잇킹,베이커리
222,메가MGC커피 망원역점,카페
223,컴포즈커피 망원우체국사거리점,카페
224,우지커피 망원한강공원점,"카페,디저트"
225,peak,카페
226,바나타이거 망원점,"카페,디저트"
227,루틸,카페
228,빽다방 망원시장점,테이크아웃커피
229,리파인드 카페,"카페,디저트"
230,이디야 망원중앙점,카페
231,데이지케이크,케이크전문
232,달로아,카페
233,BGT호두단팥빵 망원동점,베이커리
234,Alive214,브런치
235,유네버노,"카페,디저트"
236,더지베이커리,베이커리
237,페스토 페스토,브런치
238,닷트케이크,케이크전문
239,룬라이즈,"카페,디저트"
240,카페오후,카페
241,카페라이킷,"카페,디저트"
242,피알커피클럽,"카페,디저트"
243,허니빙스,"카페,디저트"
244,라이너스 베이크샵,베이커리
245,파리바게뜨 망원점,베이커리
246,파리바게뜨 망원역점,베이커리
247,한드드립,"카페,디저트"
248,페이브커피 망원시장점,"카페,디저트"
249,복래로커피,"카페,디저트"
250,카페느림,카페
251,리어커피,"카페,디저트"
252,원당수제고로케,베이커리
253,아더커피,"카페,디저트"
254,그랜비 베이커리,베이커리
255,매머드익스프레스 망원역점,카페
256,푸룬푸룻,"카페,디저트"
257,할루,"카페,디저트"
258,꺄넬,"카페,디저트"
259,카페갭,베이커리
260,블랭크,카페
261,후르츠바스켓,"과일,주스전문점"
262,더치폴카페,"카페,디저트"
263,메가MGC커피 마포시민공원점,카페
264,쥬씨 망원시장점,"과일,주스전문점"
265,빽다방 마포시민공원점,테이크아웃커피
266,다도살롱 초록달 2호점,"카페,디저트"
267,오더댄,"카페,디저트"
268,카페이라,"카페,디저트"
269,피에스타7커피 망리단길점,"카페,디저트"
270,이디야커피 한강공원로점,카페
271,슈가박스,카페
272,컴포즈커피 망원시장점,카페
273,메가MGC커피 망원망리단길점,카페
274,고릴라크로플,베이커리
275,망원23카페,"카페,디저트"
276,메가MGC커피 망원시장점,카페
277,파운디스트,베이커리
278,메가MGC커피 마포중앙점,카페
279,그릿블라스트,테마카페
280,버터림,베이커리
281,달콤왕가탕후루 망원역점,"카페,디저트"
282,카페 디퓨즈,"카페,디저트"
283,수커피,카페
284,예일타운커피랩 망원점,"카페,디저트"
285,bucfac,베이커리
286,우드베어 망원점,"카페,디저트"
287,"그래,좋아",베이커리
288,카페 꽃길 정류장,"카페,디저트"
289,댐댐케이크,케이크전문
290,퐁치 커피익스프레스 망원점,카페
291,와우살롱,북카페
292,장롱마카롱,베이커리
293,올라 카페,카페
294,카페지스타,카페
295,호두사랑,호두과자
296,여니우기,카페
297,레스트,"카페,디저트"
298,망원동미쓰리,카페
299,카페리 마포구민체육센터점,카페
300,해비치스터디카페,스터디카페
301,Cafe Miei,"카페,디저트"
302,초록북카페,북카페
303,안흥찐빵,찐빵
